forum,title,keywords,abstract,pdf,match,venue,year,type
https://openreview.net/forum?id=JVWB8QRUOi-,Learning Homophilic Incentives in Sequential Social Dilemmas,"['Multi-Agent Reinforcement Learning', 'Sequential Social Dilemma', 'Cooperation Emergence']","Promoting cooperation among self-interested agents is a long-standing and interdisciplinary problem, but receives less attention in multi-agent reinforcement learning (MARL). Game-theoretical studies reveal that altruistic incentives are critical to the emergence of cooperation but their analyses are limited to non-sequential social dilemmas. Recent works using deep MARL also show that learning to incentivize other agents has the potential to promote cooperation in more realistic sequential social dilemmas (SSDs). However, we find that, with these incentivizing mechanisms, the team cooperation level does not converge and regularly oscillates between cooperation and defection during learning. We show that a second-order social dilemma resulting from the incentive mechanisms is the main reason for such fragile cooperation. We analyze the dynamics of second-order social dilemmas and find that a typical tendency of humans, called homophily, provides a promising solution. We propose a novel learning framework to encourage homophilic incentives and show that it achieves stable cooperation in both SSDs of public goods and tragedy of the commons.",https://openreview.net/pdf/7d7715b044f9a421f8f33bd6269a78fece5b98e5.pdf,{'abstract_filter': 'attention'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=JPkQwEdYn8,Neural Processes with Stochastic Attention: Paying more attention to the context dataset,"['neural processes', 'stochastic attention', 'variational inference', 'information theory']","Neural processes (NPs) aim to stochastically complete unseen data points based on a given context dataset. NPs essentially leverage a given dataset as a context representation to derive a suitable identifier for a novel task. To improve the prediction accuracy, many variants of NPs have investigated context embedding approaches that generally design novel network architectures and aggregation functions satisfying permutation invariant. In this work, we propose a stochastic attention mechanism for NPs to capture appropriate context information. From the perspective of information theory, we demonstrate that the proposed method encourages context embedding to be differentiated from a target dataset, allowing NPs to consider features in a target dataset and context embedding independently. We observe that the proposed method can appropriately capture context embedding even under noisy data sets and restricted task distributions, where typical NPs suffer from a lack of context embeddings. We empirically show that our approach substantially outperforms conventional NPs in various domains through 1D regression, predator-prey model, and image completion. Moreover, the proposed method is also validated by MovieLens-10k dataset, a real-world problem.",https://openreview.net/pdf/f1bb535788b750cfd30f0aa321b7bcfa2a50924b.pdf,{'title_filter': 'attention'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=JGO8CvG5S9,Universal Approximation Under Constraints is Possible with Transformers,"['Constrained Universal Approximation', 'Probabilistic Attention', 'Transformer Networks', 'Geometric Deep Learning', 'Measurable Maximum Theorem', 'Non-Affine Random Projections', 'Optimal Transport.']","Many practical problems need the output of a machine learning model to satisfy a set of constraints, $K$.  Nevertheless, there is no known guarantee that classical neural network architectures can exactly encode constraints while simultaneously achieving universality.  We provide a quantitative constrained universal approximation theorem which guarantees that for any non-convex compact set $K$ and any continuous function $f:\mathbb{R}^n\rightarrow K$, there is a probabilistic transformer $\hat{F}$ whose randomized outputs all lie in $K$ and whose expected output uniformly approximates $f$.  Our second main result is a ``deep neural version'' of Berge's Maximum Theorem (1963).  The result guarantees that given an objective function $L$, a constraint set $K$, and a family of soft constraint sets, there is a probabilistic transformer $\hat{F}$ that approximately minimizes $L$ and whose outputs belong to $K$; moreover, $\hat{F}$ approximately satisfies the soft constraints.  Our results imply the first universal approximation theorem for classical transformers with exact convex constraint satisfaction.  They also yield that a chart-free universal approximation theorem for Riemannian manifold-valued functions subject to suitable geodesically convex constraints.",https://openreview.net/pdf/5b02f8b0bb76868ca513d915646aba6e37d7727e.pdf,{'title_filter': 'transformer'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=J1uOGgf-bP,Test Time Robustification of Deep Models via Adaptation and Augmentation,"['distribution shift', 'test time adaptation', 'data augmentation']","While deep neural networks can attain good accuracy on in-distribution test points, many applications require robustness even in the face of unexpected perturbations in the input, changes in the domain, or other sources of distribution shift. We study the problem of test time robustification, i.e., using the test input to improve model robustness. Recent prior works have proposed methods for test time adaptation, however, they each introduce additional assumptions, such as access to multiple test points, that prevent widespread adoption. In this work, we aim to study and devise methods that make no assumptions about the model training process and are broadly applicable at test time. We propose a simple approach that can be used in any test setting where the model is probabilistic and adaptable: when presented with a test example, perform different data augmentations on the data point, and then adapt (all of) the model parameters by minimizing the entropy of the model's average, or marginal, output distribution across the augmentations. Intuitively, this objective encourages the model to make the same prediction across different augmentations, thus enforcing the invariances encoded in these augmentations, while also maintaining confidence in its predictions. In our experiments, we demonstrate that this approach consistently improves robust ResNet and vision transformer models, achieving accuracy gains of 1-8% over standard model evaluation and also generally outperforming prior augmentation and adaptation strategies. We achieve state-of-the-art results for test shifts caused by image corruptions (ImageNet-C), renditions of common objects (ImageNet-R), and, among ResNet-50 models, adversarially chosen natural examples (ImageNet-A).",https://openreview.net/pdf/bd95cf4dfeff3e1a835199094722bfa05239481c.pdf,{'abstract_filter': 'transformer'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=Ix_mh42xq5w,PSA-GAN: Progressive Self Attention GANs for Synthetic Time Series,"['Synthetic Time Series', 'GAN', 'Generative Modeling', 'Time Series', 'Forecasting']","Realistic synthetic time series data of sufficient length enables practical applications in time series modeling tasks, such as forecasting, but remains a challenge. In this paper we present PSA-GAN, a generative adversarial network (GAN) that generates long time series samples of high quality using progressive growing of GANs and self-attention. We show that PSA-GAN can be used to reduce the error in several downstream forecasting tasks over baselines that only use real data. We also introduce a Frechet-Inception Distance-like score for time series, Context-FID, assessing the quality of synthetic time series samples. We find that Context-FID is indicative for downstream performance. Therefore, Context-FID could be a useful tool to develop time series GAN models. ",https://openreview.net/pdf/22703570f03d2a1280efaf132cfd17e250dd590c.pdf,{'title_filter': 'attention'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=IwJPj2MBcIa,Compositional Attention: Disentangling Search and Retrieval,"['compositional attention', 'flexible search and retrieval', 'better generalization']","Multi-head, key-value attention is the backbone of transformer-like model architectures which have proven to be widely successful in recent years. This attention mechanism uses multiple parallel key-value attention blocks (called heads), each performing two fundamental computations: (1) search - selection of a relevant entity from a set via query-key interaction, and (2) retrieval - extraction of relevant features from the selected entity via a value matrix. Standard attention heads learn a rigid mapping between search and retrieval. In this work, we first highlight how this static nature of the pairing can potentially: (a) lead to learning of redundant parameters in certain tasks, and (b) hinder generalization. To alleviate this problem, we propose a novel attention mechanism,  called Compositional Attention, that replaces the standard head structure. The proposed mechanism  disentangles search and retrieval and composes them in a dynamic, flexible and context-dependent manner. Through a series of numerical experiments, we show that it outperforms standard multi-head attention on a variety of tasks, including some out-of-distribution settings. Through our qualitative analysis, we demonstrate that Compositional Attention leads to dynamic specialization based on the type of retrieval needed. Our proposed mechanism generalizes multi-head attention, allows independent scaling of search and retrieval and is easy to implement in a variety of established network architectures.",https://openreview.net/pdf/0ac34f592d10eb8cc8a3486322f340c5e0a456ba.pdf,{'title_filter': 'attention'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=Ih7LAeOYIb0,Iterative Memory Network for Long Sequential User Behavior Modeling in Recommender Systems,"['recommender systems', 'sequential behavior modeling']","Sequential user behavior modeling is a key feature in modern recommender systems, seeking to capture users' interest based on their past activities. There are two usual approaches to sequential modeling : Recurrent Neural Networks (RNNs) and the attention mechanism. As the user behavior sequence gets longer, the usual approaches encounter problems. RNN-based methods incur the problem of fast forgetting, making it difficult to model the user's interests long time ago. The self-attention mechanism and its variations such as the transformer structure have the unfortunate property of a quadratic cost with respect to the input length, which makes it difficult to deal with long inputs. The target attention mechanism, despite having only $O(L)$ memory and time complexity, cannot model intra-sequence dependencies. In this paper, we propose Iterative Memory Network (IMN), an end-to-end differentiable framework for long sequential user behavior modeling. In our model, the target item acts as a memory trigger, continuously eliciting relevant information from the long sequence to represent the user's memory on the particular target item. In the Iterative Memory Update module, the model walks over the long sequence multiple iterations and keeps a memory vector to memorize the content walked over. Within each iteration, the sequence interacts with both the target item and the current memory for both target-sequence relation modeling and intra-sequence relation modeling. The memory is updated after each iteration. The framework incurs only $O(L)$ memory and time complexity while reduces the maximum length of network signal travelling paths to $O(1)$, which is achieved by the self-attention mechanism with $O(L^2)$ complexity. Various designs of efficient self-attention mechanisms are at best $O(LlogL)$. Extensive empirical studies show that our method outperforms various state-of-the-art sequential modeling methods on both public and industrial datasets for long sequential user behavior modeling. ",https://openreview.net/pdf/78f0e3a51a5527fe99a9f80c9331a4dc60c9b16c.pdf,{'abstract_filter': 'attention'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=IPy3URgH47U,ACTIVE REFINEMENT OF WEAKLY SUPERVISED MODELS,"['Weak Supervision', 'Active Learning', 'Fuzzy logic', 'AI in Healthcare']","Supervised machine learning (ML) has fueled major advances in several domains such as health, education and governance. However, most modern ML methods rely on vast quantities of point-by-point hand-labeled training data. In domains such as clinical research, where data collection and its careful characterization is particularly expensive and tedious, this reliance on pointillisticaly labeled data is one of the biggest roadblocks to the adoption of modern data-hungry ML algorithms. Data programming, a framework for learning from weak supervision, attempts to overcome this bottleneck by generating probabilistic training labels from simple yet imperfect heuristics obtained a priori from domain experts. We present WARM, Active Refinement of Weakly Supervised Models, a principled approach to iterative and interactive improvement of weakly supervised models via active learning. WARM directs domain experts' attention on a few selected data points that, when annotated, would improve the label model's probabilistic output in terms of accuracy the most. Gradient backpropagation is then used to iteratively update decision parameters of the heuristics of the label model. Experiments on multiple real-world medical classification datasets reveal that WARM can substantially improve the accuracy of probabilistic labels, a direct measure of training data quality, with as few as 30 queries to clinicians. Additional experiments with domain shift and artificial noise in the LFs, demonstrate WARM's ability to adapt heuristics and the end model to changing population characteristics as well as its robustness to mis-specification of domain-expert-acquired LFs. These capabilities make WARM a potentially useful tool for deploying, maintaining, and auditing weakly supervised systems in practice.",https://openreview.net/pdf/93be5fce9a4a1f86761109f57e895d330823e59c.pdf,{'abstract_filter': 'attention'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=IDwN6xjHnK8,Transformer-based Transform Coding,"['transformer', 'transform coding', 'image compression', 'video compression']","Neural data compression based on nonlinear transform coding has made great progress over the last few years, mainly due to improvements in prior models, quantization methods and nonlinear transforms. A general trend in many recent works pushing the limit of rate-distortion performance is to use ever more expensive prior models that can lead to prohibitively slow decoding. Instead, we focus on more expressive transforms that result in a better rate-distortion-computation trade-off. Specifically, we show that nonlinear transforms built on Swin-transformers can achieve better compression efficiency than transforms built on convolutional neural networks (ConvNets), while requiring fewer parameters and shorter decoding time. Paired with a compute-efficient Channel-wise Auto-Regressive Model prior, our SwinT-ChARM model outperforms VTM-12.1 by $3.68\%$ in BD-rate on Kodak with comparable decoding speed. In P-frame video compression setting, we are able to outperform the popular ConvNet-based scale-space-flow model by $12.35\%$ in BD-rate on UVG. We provide model scaling studies to verify the computational efficiency of the proposed solutions and conduct several analyses to reveal the source of coding gain of transformers over ConvNets, including better spatial decorrelation, flexible effective receptive field, and more localized response of latent pixels during progressive decoding.
",https://openreview.net/pdf/b5e3776fbe0ee70da5740c3cf525ed60629bca04.pdf,{'title_filter': 'transformer'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=I2Hw58KHp8O,Improving Non-Autoregressive Translation Models Without Distillation,"['Natural Language Processing', 'Deep Learning', 'Non-autoregressive Machine Translation', 'Transformer', 'Distillation']","Transformer-based autoregressive (AR) machine translation models have achieved significant performance improvements, nearing human-level accuracy on some languages. The AR framework translates one token at a time which can be time consuming, especially for long sequences. To accelerate inference, recent work has been exploring non-autoregressive (NAR) approaches that translate blocks of tokens in parallel. Despite significant progress, leading NAR models still lag behind their AR counterparts, and only become competitive when trained with distillation. In this paper we investigate possible reasons behind this performance gap, namely, the indistinguishability of tokens, and mismatch between training and inference. We then propose the Conditional Masked Language Model with Correction (CMLMC) that addresses these problems. Empirically, we show that CMLMC achieves state-of-the-art NAR performance when trained on raw data without distillation and approaches AR performance on multiple datasets. Full code for this work will be released at the time of publication.",https://openreview.net/pdf/fe5e18c9939f10295c39693c81d77b03816cad63.pdf,{'keywords_filter': 'transformer'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=HmFBdvBkUUY,SpecTRA: Spectral Transformer for Graph Representation Learning,"['Graph Representation Learning', 'Transformer', 'GNNs']","Transformers have recently been applied in the more generic domain of graphs. For the same, researchers proposed various positional and structural encoding schemes to overcome the limitation of transformers in modeling the positional invariance in graphs and graph topology. Some of these encoding techniques use the spectrum of the graph. In addition to graph topology, graph signals could be multi-channeled and contain heterogeneous information. We argue that transformers cannot model multichannel signals inherently spread over the graph spectrum. To this end, we propose SpecTRA, a novel approach that induces a spectral module into the transformer architecture to enable decomposition of graph spectrum and selectively learn useful information akin to filtering in the frequency domain. Results on standard benchmark datasets show that the proposed method performs comparably or better than existing transformer and GNN based architectures.",https://openreview.net/pdf/39bf65ad855e61ae0dc5fa50ad5101299d89edca.pdf,{'title_filter': 'transformer'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=HbtFCX2PLq0,Churn Reduction via Distillation,"['distillation', 'churn', 'constraints']","In real-world systems, models are frequently updated as more data becomes available, and in addition to achieving high accuracy, the goal is to also maintain a low difference in predictions compared to the base model (i.e. predictive churn). If model retraining results in vastly different behavior, then it could cause negative effects in downstream systems, especially if this churn can be avoided with limited impact on model accuracy. In this paper, we show an equivalence between training with distillation using the base model as the teacher and training with an explicit constraint on the predictive churn. We then show that distillation performs strongly for low churn training against a number of recent baselines on a wide range of datasets and model architectures, including fully-connected networks, convolutional networks, and transformers.",https://openreview.net/pdf/d4c4b0da2bc7b1427e642ebdfc966ac7b142ecd0.pdf,{'abstract_filter': 'transformer'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=HTfUrAxjPkR,Translatotron 2: Robust direct speech-to-speech translation,"['Speech-to-speech translation', 'voice transferring', 'end-to-end']","We present Translatotron 2, a neural direct speech-to-speech translation model that can be trained end-to-end. Translatotron 2 consists of a speech encoder, a phoneme decoder, a mel-spectrogram synthesizer, and an attention module that connects all the previous three components. Experimental results suggest that Translatotron 2 outperforms the original Translatotron by a large margin in terms of translation quality and predicted speech naturalness, and drastically improves the robustness of the predicted speech by mitigating over-generation, such as babbling or long pause. We also propose a new method for retaining the source speaker's voice in the translated speech. The trained model is restricted to retain the source speaker's voice, but unlike the original Translatotron, it is not able to generate speech in a different speaker's voice, making the model more robust for production deployment, by mitigating potential misuse for creating spoofing audio artifacts. When the new method is used together with a simple concatenation-based data augmentation, the trained Translatotron 2 model is able to retain each speaker's voice for input with speaker turns.",https://openreview.net/pdf/06b2e3bc16b492fd4a17fcfe269ceb39b65babd6.pdf,{'abstract_filter': 'attention'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=HRF6T1SsyDn,On the Expressiveness and Learning of Relational Neural Networks on Hypergraphs,"['graph neural networks', 'deep learning theory']","This paper presents a framework for analyzing the expressiveness and learning of relational models applied to hypergraph reasoning tasks. We start with a general framework that unifies several relational neural network architectures: graph neural networks, neural logical machines, and transformers. Our first contribution is a fine-grained analysis of the expressiveness of these neural networks, that is, the set of functions that they can realize and the set of problems that they can solve. Our result is a hierarchy of problems they can solve, defined in terms of various hyperparameters such as depth and width. Next, we analyze the learning properties of these neural networks, especially focusing on how they can be trained on a small graphs and generalize to larger graphs. Our theoretical results are further supported by the empirical results illustrating the optimization and generalization of these models based on gradient-descent training.",https://openreview.net/pdf/b6942f75540ca8bb20975f90f94fedc58e6a15cb.pdf,{'abstract_filter': 'transformer'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=HI99z0aLsl,Benign Overfitting in Adversarially Robust Linear Classification,"['Benign Overfitting', 'Robust Linear Classification']","``Benign overfitting'', where classifiers memorize noisy training data yet still achieve a good generalization performance, has drawn great attention in the machine learning community. To explain this surprising phenomenon, a series of works have provided theoretical justification in over-parameterized linear regression, classification, and kernel methods. However, it is not clear if benign overfitting still occurs in the presence of adversarial examples, i.e., examples with tiny and intentional perturbations to fool the classifiers. In this paper, we show that benign overfitting indeed occurs in adversarial training, a principled approach to defend against adversarial examples. In detail, we prove the risk bounds of the adversarially trained linear classifier on the mixture of sub-Gaussian data under $\ell_p$ adversarial perturbations. Our result suggests that under moderate perturbations, adversarially trained linear classifiers can achieve the near-optimal standard and adversarial risks, despite overfitting the noisy training data. Numerical experiments validate our theoretical findings.  ",https://openreview.net/pdf/4dc720d88b5cdf6a57813ffd2d2cc7d8243b7cdb.pdf,{'abstract_filter': 'attention'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=HHUSDJb_4KJ,Unifying Distribution Alignment as a Loss for Imbalanced Semi-supervised Learning,"['semi-supervised learning', 'imbalanced learning']","While remarkable progress in imbalanced supervised learning has been made recently, less attention has been given to the setting of imbalanced semi-supervised learning (SSL) where not only is a few labeled data provided, but the underlying data distribution can be severely imbalanced. Recent works require both complicated sampling-based strategies of pseudo-labeled data and distribution alignment of the pseudo-label distribution to accommodate this imbalance. We present a novel approach that relies only on a form of a distribution alignment but no sampling strategy where rather than aligning the pseudo-labels during inference, we move the distribution alignment component into the respective cross entropy loss computations for both the supervised and unsupervised losses. This alignment compensates for both imbalance in the data as well as the eventual distributional shift present during evaluation. Altogether, this provides a single, unified strategy that offers both significantly reduced training requirements and improved performance across both low and richly labeled regimes and over varying degrees of imbalance. In experiments, we validate the efficacy of our method on SSL variants of CIFAR10-LT, CIFAR100-LT, and ImageNet-127. On ImageNet-127, our method shows 1.6% accuracy improvement over the previous best method with 80% training time reduction.",https://openreview.net/pdf/f4f044bc66ee0355cc4eb1d153929c5ecddbcb5b.pdf,{'abstract_filter': 'attention'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=H94a1_Pyr-6,Auto-scaling Vision Transformers without Training,"['vision transformer', 'neural architecture search', 'training-free search', 'efficient training']","This work targets automated designing and scaling of Vision Transformers (ViTs). The motivation comes from two pain spots: 1) the lack of efficient and principled methods for designing and scaling ViTs; 2) the tremendous computational cost of training ViT that is much heavier than its convolution counterpart. To tackle these issues, we propose As-ViT, an auto-scaling framework for ViTs without training, which automatically discovers and scales up ViTs in an efficient and principled manner. Specifically, we first design a ""seed"" ViT topology by leveraging a training-free search process. This extremely fast search is fulfilled by a comprehensive study of ViT's network complexity, yielding a strong Kendall-tau correlation with ground-truth accuracies. Second, starting from the ""seed"" topology, we automate the scaling rule for ViTs by growing widths/depths to different ViT layers. This results in a series of architectures with different numbers of parameters in a single run. Finally, based on the observation that ViTs can tolerate coarse tokenization in early training stages, we propose a progressive tokenization strategy to train ViTs faster and cheaper. As a unified framework, As-ViT achieves strong performance on classification (83.5% top1 on ImageNet-1k) and detection (52.7% mAP on COCO) without any manual crafting nor scaling of ViT architectures: the end-to-end model design and scaling process costs only 12 hours on one V100 GPU. Our code is available at https://github.com/VITA-Group/AsViT.",https://openreview.net/pdf/ef4c46fde37c64720cfb924254715a045c828420.pdf,{'title_filter': 'transformer'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=H7Edu1_IZgR,Transformers are Meta-Reinforcement Learners,"['Reinforcement Learning', 'Meta-Reinforcement Learning', 'Transformers']","The transformer architecture and variants presented a remarkable success across many machine learning tasks in recent years. This success is intrinsically related to the capability of handling long sequences and the presence of context-dependent weights from the attention mechanism. We argue that these capabilities suit the central role of a Meta-Reinforcement Learning algorithm. Indeed, a meta-RL agent needs to infer the task from a sequence of trajectories. Furthermore, it requires a fast adaptation strategy to adapt its policy for a new task - which can be achieved using the self-attention mechanism. In this work, we present TrMRL (Transformers for Meta-Reinforcement Learning), a meta-RL agent that mimics the memory reinstatement mechanism using the transformer architecture. It associates the recent past of working memories to build an episodic memory recursively through the transformer layers. This memory works as a proxy to the current task, and we condition a policy head on it. We conducted experiments in high-dimensional continuous control environments for locomotion and dexterous manipulation. Results show that TrMRL achieves or surpasses state-of-the-art performance, sample efficiency, and out-of-distribution generalization in these environments.",https://openreview.net/pdf/74fbdfffd14bf9e52b32fcf6da364a9ece292ec7.pdf,{'title_filter': 'transformer'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=GthNKCqdDg,Selective Token Generation for Few-shot Language Modeling,"['Natural Language Generation', 'Reinforcement Learning', 'Few-shot Learning', 'Deep Learning']","Natural language modeling with limited training data is challenging problem, and many algorithms make use of large-scale pretrained language models (PLMs) for this due to its great generalization ability. Among these transfer learning algorithms from PLMs, additive learning that incorporates a task-specific adapter on top of the fixed PLM has been popularly used to alleviate the severe overfitting problem in the few-shot setting. However, this added task-specific adapter is generally trained by maximum likelihood estimation that can easily suffer from the so-called exposure bias problem, especially in sequential text generation. Therefore, in this work, we develop a novel additive learning algorithm based on reinforcement learning (RL) for few-shot natural language generation (NLG) tasks. In particular, we propose to use a selective token generation between the transformer-based PLM and the task-specific adapter during both training and inference. This output token selection between the two generators allows the adapter to take into account only on the task-relevant parts in sequence generation, and therefore makes it more robust to overfitting as well as more stable in RL training. In addition, in order to obtain the complementary adapter from the PLM for each few-shot task, we exploit a separate selecting module that is also simultaneously trained using RL. Experimental results on various few-shot NLG tasks including data-to-text generation and text summarization demonstrate that the proposed selective token generation significantly outperforms the previous additive learning algorithms based on the PLMs.",https://openreview.net/pdf/3035887b0472a34acd8af44f597b9a51fd65cb46.pdf,{'abstract_filter': 'transformer'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=GlN8MUkciwi,Learning Context-Adapted Video-Text Retrieval by Attending to User Comments,"['Multimodal Representation Learning', 'Video', 'Text', 'Retrieval', 'User Comments']","Learning strong representations for multi-modal retrieval is an important problem for many applications, such as recommendation and search. Current benchmarks and even datasets are often manually constructed and consist of mostly clean samples where all modalities are well-correlated with the content. Thus, current video-text retrieval literature largely focuses on video titles or audio transcripts, while ignoring user comments, since users often tend to discuss topics only vaguely related to the video.
In this paper we present a novel method that learns meaningful representations from videos, titles and comments, which are abundant on the internet. Due to the nature of user comments, we introduce an attention-based mechanism that allows the model to disregard text with irrelevant content. 
In our experiments, we demonstrate that, by using comments, our method is able to learn better, more contextualised, representations, while also achieving competitive results on standard video-text retrieval benchmarks.
",https://openreview.net/pdf/2ea7d155988b885ddd89ee3cd2be9359a9ad8c7b.pdf,{'abstract_filter': 'attention'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=GhVS8_yPeEa,Effect of scale on catastrophic forgetting in neural networks,"['Catastrophic forgetting', 'continual learning', 'scaling', 'language modeling', 'image classification']","Catastrophic forgetting presents a challenge in developing deep learning models capable of continual learning, i.e. learning tasks sequentially. Recently, both computer vision and natural-language processing have witnessed great progress through the use of large-scale pretrained models. In this work, we present an empirical study of catastrophic forgetting in this pretraining paradigm.
Our experiments indicate that large, pretrained ResNets and Transformers are significantly more resistant to forgetting than randomly-initialized, trained-from-scratch models; this robustness systematically improves with scale of both model and pretraining dataset size.
We take initial steps towards characterizing what aspect of model representations allows them to perform continual learning so well, finding that in the pretrained models, distinct class representations grow more orthogonal with scale.  Our results suggest that, when possible, scale and a diverse pretraining dataset can be useful ingredients in mitigating catastrophic forgetting. ",https://openreview.net/pdf/54d452543db390a26979d51399ae9c6ed01f4de1.pdf,{'abstract_filter': 'transformer'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=GdPZJxjk46V,Dataset transformations trade-offs to adapt machine learning methods across domains,"['Datasets', 'multiple domains', 'cyber-attacks', 'optimal transport']","Machine learning-based methods have been proved to be quite successful in different domains. However, applying the same techniques across disciplines is not a trivial task with benefits and drawbacks. In the literature, the most common approach is to convert a dataset into the same format as the original domain to employ the same architecture that was successful in the original domain. Although this approach is fast and convenient, we argue it is suboptimal due to the lack of tailoring to the specific problem at hand. To prove our point, we examine dataset transformations used in the literature to adapt machine learning-based methods across domains and show that these dataset transformations are not always beneficial in terms of performance. In addition, we show that these data transformations open the door to unforeseen vulnerabilities in the new applied different domain. To quantify how different the original dataset is with respect to the transformed one, we compute the dataset distances via Optimal Transport. Also, we present simulations with the original and transformed data to show that the data conversion is not always needed and exposes the new domain to unsought menaces.",https://openreview.net/pdf/2a6a7e5f4e2ee83b922d1598a5cf82983c2bcef5.pdf,{'abstract_filter': 'transformer'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=GWQWAeE9EpB,DictFormer: Tiny Transformer with Shared Dictionary,"['Transformer', 'Parameters Sharing', 'Tiny', 'On-device Transformer', 'Machine Translation', 'Attention', 'Dictionary Sharing']","We introduce DictFormer with the efficient shared dictionary to provide a compact, fast, and accurate transformer model. DictFormer significantly reduces the redundancy in the transformer's parameters by replacing the prior transformer's parameters with a compact, shared dictionary, few unshared coefficients, and indices. Also, DictFormer enables faster computations since expensive weights multiplications are converted into cheap shared look-ups on dictionary and few linear projections. Training dictionary and coefficients are not trivial since indices used for looking up dictionary are not differentiable. We adopt a sparse-constraint training with $l_1\,\,norm$ relaxation to learn coefficients and indices in DictFormer. DictFormer is flexible to support different model sizes by dynamically changing dictionary size. Compared to existing lightweight Transformers, DictFormer consistently reduces model size over Transformer on multiple tasks, e.g., machine translation, abstractive summarization, and language modeling. Extensive experiments show that DictFormer reduces $3.6\times$ to $8.9\times$ model size with similar accuracy over multiple tasks, compared to Transformer.   ",https://openreview.net/pdf/63e0216a03407ae67011d9a68ba92781cd196e13.pdf,{'title_filter': 'transformer'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=GOr80bgf52v,Factored World Models for Zero-Shot Generalization in Robotic Manipulation,"['reinforcement learning', 'world models', 'robotic manipulation', 'zero-shot transfer']","World models for environments with many objects face a combinatorial explosion of states: as the number of objects increases, the number of possible arrangements grows exponentially. In this paper, we learn to generalize over robotic pick-and-place tasks using object-factored world models, which combat the combinatorial explosion by ensuring that predictions are equivariant to permutations of objects. We build on one such model, C-SWM, which we extend to overcome the assumption that each action is associated with one object. To do so, we introduce an action attention module to determine which objects are likely to be affected by an action. The attention module is used in conjunction with a residual graph neural network block that receives action information at multiple levels. Based on RGB images and parameterized motion primitives, our model can accurately predict the dynamics of a robot building structures from blocks of various shapes. Our model generalizes over training structures built in different positions. Moreover crucially, the learned model can make predictions about tasks not represented in training data. That is, we demonstrate successful zero-shot generalization to novel tasks. For example, we measure only 2.4% absolute decrease in our action ranking metric in the case of a block assembly task.",https://openreview.net/pdf/3956f0e30627f213c207269d217002bfb9186f0c.pdf,{'abstract_filter': 'attention'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=GMYWzWztDx5,NormFormer: Improved Transformer Pretraining with Extra Normalization,"['Language Modeling', 'NLP', 'Transformer', 'Zero Shot Learning']","During pretraining, the Pre-LayerNorm transformer suffers from a gradient magnitude mismatch: gradients at early layers are much larger than at later layers, while the optimal weighting of residuals is larger at earlier than at later layers. These issues can be alleviated by the addition of two normalization and two new scaling operations inside each layer. 
The extra operations incur negligible compute cost (+0.5\% parameter increase), but improve pretraining perplexity and downstream task performance for both causal and masked language models of multiple sizes. 
Adding NormFormer on top of the GPT3-Medium architecture can reach the SOTA perplexity 22\% faster, or converge 0.33 perplexity better in the same compute budget. This results in significantly stronger zero shot performance.
For masked language modeling, NormFormer improves fine-tuned GLUE performance by 1.9\% on average.",https://openreview.net/pdf/28a6f9c94341921f89d530890ebed3fa06439417.pdf,{'title_filter': 'transformer'},ICLR.cc,2022,Conference
https://openreview.net/forum?id=FqKolXKrQGA,Learning to Infer the Structure of Network Games,"['graphs', 'networks', 'game theory', 'graph neural networks']","Strategic interactions between a group of individuals or organisations can be modelled as games played on networks, where a player's payoff depends not only on their actions but also on those of their neighbors. 
Inferring the network structure from observed game outcomes (equilibrium actions) is an important problem with numerous potential applications in economics and social sciences. 
Currently available methods require the knowledge of the utility function associated with the game, which is often unrealistic to obtain in real-world scenarios. To address this limitation, we propose a novel transformer-like architecture which correctly accounts for the symmetries of the problem and learns a mapping from the equilibrium actions to the network structure of the game without explicit knowledge of the utility function. We test our method on three different types of network games using both synthetic and real-world data, and demonstrate its effectiveness in network structure inference and superior performance over existing methods.",https://openreview.net/pdf/8f04204deb439062c93ee46298b9f3bd90d1a1d1.pdf,{'abstract_filter': 'transformer'},ICLR.cc,2022,Conference
